SPRINGBOOT_SECURITY 20:43:34.672 INFO  org.hibernate.validator.internal.util.Version : - HV000001: Hibernate Validator 8.0.1.Final 
SPRINGBOOT_SECURITY 20:44:08.735 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Headers 
SPRINGBOOT_SECURITY 20:44:08.735 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - cookie = JSESSIONID=24C5BD8411DABFAA7B046443D085B440 
SPRINGBOOT_SECURITY 20:44:08.735 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-language = ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7 
SPRINGBOOT_SECURITY 20:44:08.735 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-encoding = gzip, deflate, br 
SPRINGBOOT_SECURITY 20:44:08.735 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - referer = http://localhost:3000/employees 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-dest = empty 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-mode = cors 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-site = same-origin 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - origin = http://localhost:3000 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept = */* 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-platform = "macOS" 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - user-agent = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - authorization = Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJkT3NiQzd1Q2xScVhDTlVsNUVhZ0hzNUFmUnlaNzd3c1hWVGtBTHJBR3hVIn0.eyJleHAiOjE3MDgzNDMzNDQsImlhdCI6MTcwODM0MzA0NCwiYXV0aF90aW1lIjoxNzA4MzQzMDQxLCJqdGkiOiJmZjNhMGQxYy0yMTI0LTQxZjItYmEwYy1kMzk2YTNlZWIzZDkiLCJpc3MiOiJodHRwOi8va2V5Y2xvYWsuMjExLjQzLjEyLjIxMC5uaXAuaW86MzA1OTMvcmVhbG1zL2VtcGxveWVlLXNlcnZpY2VzIiwic3ViIjoiMTI1OWE4ZGMtOGE2Mi00ZDViLTk3Y2EtOWM4N2RiZjMyZDhmIiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiZWR1LWFwcCIsIm5vbmNlIjoiMTgzMGNiZTctOTZiZi00MmFkLTkwODktY2I3NWNlNDU4MDU2Iiwic2Vzc2lvbl9zdGF0ZSI6IjlmNTdhMDExLWQ5YTMtNGY4NC04YWI0LTQxOWZlZWIxMmExMiIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDozMDAwIl0sInJlc291cmNlX2FjY2VzcyI6eyJlZHUtYXBwIjp7InJvbGVzIjpbIkVEVV9VU0VSIiwiRURVX01BTkFHRVIiXX19LCJzY29wZSI6Im9wZW5pZCBwcm9maWxlIGVtYWlsIiwic2lkIjoiOWY1N2EwMTEtZDlhMy00Zjg0LThhYjQtNDE5ZmVlYjEyYTEyIiwiZW1haWxfdmVyaWZpZWQiOmZhbHNlLCJwcmVmZXJyZWRfdXNlcm5hbWUiOiJhZG1pbiJ9.HMoASsH5sePi1JOLhdFonbIbaafsgs3cOYRFjETCJuoMn43SQKacC_N2stsVZPFhyQiETgmew7mb4_JzCcXWBis5KYUPti8dfjjoHzLr9XZtmn66X81XZWpXUFDWBzSkPI3p9UYbJ678Aeu8S21FP3D3smc7axL3YbCrnR5DqC_SxkOtx-xX7lz36T4rRQCtx9cd2QrVH-F4CuG5RmqGmgeAmR9jagjFNFnaZ1XuDtNabIzoKStHI5_7Mp3f6jCJXVIDphy5-CUhgBXhMQ9d1DzzBsu96pHz1nMfg3gBsVOMAfPkmMTAxwi6FL6Gzgms9r7jKeDoG462rX87blNaBQ 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-mobile = ?0 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua = "Google Chrome";v="119", "Chromium";v="119", "Not?A_Brand";v="24" 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - content-length = 0 
SPRINGBOOT_SECURITY 20:44:08.736 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - connection = close 
SPRINGBOOT_SECURITY 20:44:08.737 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - host = localhost:9080 
SPRINGBOOT_SECURITY 20:44:08.737 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Parameters 
SPRINGBOOT_SECURITY 20:44:08.737 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Row data 
SPRINGBOOT_SECURITY 20:44:08.738 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [] LogFilter doFilter Body 
SPRINGBOOT_SECURITY 20:44:08.779 INFO  com.kt.edu.thirdproject.employee.service.EmployeeService : - Request to delete Employee id : 10 
SPRINGBOOT_SECURITY 20:44:08.876 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employee/10] LogFilter doFilter End 
SPRINGBOOT_SECURITY 20:44:17.949 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - [/api/v1/employees] LogFilter doFilter Start 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : -  Headers 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - cookie = JSESSIONID=95B4367F420D31D5CED22DAB3EC9246A 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-language = ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept-encoding = gzip, deflate, br 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - referer = http://localhost:3000/employees 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-dest = empty 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-mode = cors 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-fetch-site = same-origin 
SPRINGBOOT_SECURITY 20:44:17.950 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - origin = http://localhost:3000 
SPRINGBOOT_SECURITY 20:44:17.951 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - accept = */* 
SPRINGBOOT_SECURITY 20:44:17.951 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - sec-ch-ua-platform = "macOS" 
SPRINGBOOT_SECURITY 20:44:17.951 INFO  com.kt.edu.thirdproject.common.filter.LogFilter : - user-agent = Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 
